p,min1,max1,min2,max2,min3,max3,name1,name2,name3
0.010052138,28,41,22,22,2.2,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,22,2.5,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,20,1.9,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,21,2.5,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,12,23,2.5,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,12,13,2.5,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,22,22,2.5,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,22,22,2.2,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,22,2.5,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,20,1.9,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,21,2.5,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,12,23,2.5,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,12,13,2.5,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,22,22,2.5,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,22,22,2.8,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,22,2.8,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,20,2.8,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,20,21,2.8,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,28,41,12,23,2.8,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,12,13,2.8,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,28,41,22,22,2.8,4.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,22,22,2.2,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,22,2.5,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,23,4.9,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,22,22,2.2,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,22,2.5,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,23,4.9,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,22,22,2.8,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,22,2.8,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,23,4.9,4.9,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,8,13,22,22,2.8,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,22,2.8,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,22,22,4,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,22,4,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,22,22,4.3,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,22,4.3,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,22,22,4.6,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,22,4.6,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,22,22,2.8,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,22,2.8,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,22,22,4,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,22,4,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,22,22,4.3,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,22,4.3,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,22,22,4.6,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,22,4.6,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,22,22,2.8,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,2.8,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,22,22,4,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,4,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,22,22,4.3,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,4.3,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,22,22,4.6,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,4.6,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,23,4.9,4.9,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,20,2.8,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,2.8,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4.9,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,12,23,2.8,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,12,13,2.8,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,22,22,2.8,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,20,20,4,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4.9,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,12,23,4,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,12,13,4,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,22,22,4,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,20,20,4.3,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4.3,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4.9,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,12,23,4.3,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,12,13,4.3,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,22,22,4.3,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,20,20,4.6,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4.6,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,20,21,4.9,5,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,13,12,23,4.6,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,12,13,4.6,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,13,22,22,4.6,5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,29,41,20,20,1.9,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,21,2.5,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,21,4.9,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,12,23,2.5,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,12,13,2.5,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,22,22,2.5,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,20,20,1.9,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,21,2.5,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,21,4.9,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,12,23,2.5,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,12,13,2.5,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,22,22,2.5,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,20,20,2.8,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,21,2.8,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,20,21,4.9,5.2,TrafficSpeed Middle,Weather Data temperature,AQI Data SO2
0.010052138,29,41,12,23,2.8,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,12,13,2.8,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,29,41,22,22,2.8,5.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010052138,8,8,20,20,2.8,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,2.8,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4.9,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,12,23,2.8,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,12,13,2.8,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,22,22,2.8,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,20,20,4,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4.9,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,12,23,4,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,12,13,4,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,22,22,4,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,20,20,4.3,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4.3,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4.9,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,12,23,4.3,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,12,13,4.3,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,22,22,4.3,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,20,20,4.6,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4.6,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,20,21,4.9,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,8,8,12,23,4.6,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,12,13,4.6,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,8,8,22,22,4.6,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,20,22,5.2,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,5.2,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,5.2,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,22,5.2,5.2,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,20,2.8,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,2.8,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4.9,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,12,23,2.8,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,12,13,2.8,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,22,22,2.8,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,20,20,4,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4.9,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,12,23,4,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,12,13,4,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,22,22,4,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,20,20,4.3,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4.3,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4.9,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,12,23,4.3,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,12,13,4.3,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,22,22,4.3,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,20,20,4.6,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4.6,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,20,21,4.9,5.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,10,12,12,23,4.6,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,12,13,4.6,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,10,12,22,22,4.6,5.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,17,17,20,20,5.5,5.5,TrafficSpeed Car,Weather Data temperature,AQI Data SO2
0.010052138,17,17,20,21,5.5,5.5,TrafficSpeed Car,Weather Data temperature,AQI Data SO2
0.010052138,17,17,20,21,5.5,5.5,TrafficSpeed Car,Weather Data temperature,AQI Data SO2
0.010052138,17,17,12,23,5.5,5.5,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010052138,17,17,12,13,5.5,5.5,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010052138,17,17,22,22,5.5,5.5,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010052138,11,12,20,20,5.8,6.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,20,21,5.8,6.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,20,21,5.8,6.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,28,28,6.1,6.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,32,45,6.1,6.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,63,65,6.1,6.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,20,20,5.8,6.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,20,21,5.8,6.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,20,21,5.8,6.1,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,28,28,6.1,6.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,32,45,6.1,6.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,63,65,6.1,6.1,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,37,41,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,59,59,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,61,66,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,37,41,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,59,59,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,61,66,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,23,27,20,21,6.5,6.7,TrafficSpeed Low,Weather Data temperature,AQI Data SO2
0.010052138,23,27,12,23,6.5,6.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,27,12,13,6.5,6.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,27,22,22,6.5,6.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,26,37,42,6.7,6.7,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010052138,11,12,37,42,6.7,6.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,37,42,6.7,6.7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,23,26,20,21,6.5,7,TrafficSpeed Low,Weather Data temperature,AQI Data SO2
0.010052138,23,26,12,23,6.5,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,26,12,13,6.5,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,26,22,22,6.5,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,26,20,21,6.7,7,TrafficSpeed Low,Weather Data temperature,AQI Data SO2
0.010052138,23,26,12,23,6.7,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,26,12,13,6.7,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,23,26,22,22,6.7,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,11,12,20,21,6.3,7,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,58,65,7,7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,20,21,6.7,7,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,58,65,7,7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,20,21,6.3,7,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,58,65,7,7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,20,21,6.7,7,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,58,65,7,7,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,12,20,21,7.3,7.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,8,43,7.3,7.3,TrafficSpeed High,Weather Data windspeed,AQI Data SO2
0.010052138,11,12,20,21,7.3,7.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,12,8,43,7.3,7.3,TrafficSpeed High,Weather Data windspeed,AQI Data SO2
0.010052138,11,11,20,21,7.3,7.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,8,43,7.3,7.3,TrafficSpeed High,Weather Data windspeed,AQI Data SO2
0.010052138,11,11,20,21,7.3,7.3,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,8,43,7.3,7.3,TrafficSpeed High,Weather Data windspeed,AQI Data SO2
0.010052138,11,12,12,23,5.8,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,12,12,13,5.8,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,12,22,22,5.8,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,12,12,23,6.7,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,12,12,13,6.7,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,12,22,22,6.7,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,20,21,7.6,7.6,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,56,56,7.6,7.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,58,58,7.6,7.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,20,21,7.6,7.6,TrafficSpeed High,Weather Data temperature,AQI Data SO2
0.010052138,11,11,56,56,7.6,7.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,58,58,7.6,7.6,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010052138,11,11,12,23,5.8,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,12,13,5.8,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,22,22,5.8,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,12,23,6.7,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,12,13,6.7,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,22,22,6.7,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,12,23,7.6,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,12,13,7.6,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,11,11,22,22,7.6,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010052138,25,26,12,23,8.2,8.2,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,25,26,12,13,8.2,8.2,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,25,26,22,22,8.2,8.2,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010052138,56,56,28,45,9,10,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,65,65,28,45,9,10,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,16,28,28,45,9,10,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,16,27,28,45,9,10,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,16,25,28,45,9,10,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,56,56,28,44,9,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,56,56,29,44,9,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,56,56,8,93,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,8,66,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,93,93,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,24,66,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,66,66,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,43,43,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,8,8,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,24,24,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,12,23,9,11,TrafficSpeed Car,Weather Data winddir,AQI Data CO
0.010052138,65,65,28,44,9,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,65,65,29,44,9,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,65,65,8,93,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,8,66,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,93,93,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,24,66,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,66,66,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,43,43,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,8,8,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,24,24,9,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,12,23,9,11,TrafficSpeed Car,Weather Data winddir,AQI Data CO
0.010052138,56,56,28,44,10,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,56,56,29,44,10,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,56,56,8,93,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,8,66,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,93,93,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,24,66,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,66,66,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,43,43,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,8,8,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,24,24,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,56,56,12,23,10,11,TrafficSpeed Car,Weather Data winddir,AQI Data CO
0.010052138,65,65,28,44,10,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,65,65,29,44,10,11,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010052138,65,65,8,93,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,8,66,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
0.010052138,65,65,93,93,10,11,TrafficSpeed Car,Weather Data windspeed,AQI Data CO
