p,min1,max1,min2,max2,min3,max3,name1,name2,name3
0.010069082,17,17,12,13,3.7,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,17,17,22,22,3.7,3.8,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,25,12,23,4,4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,25,12,13,4,4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,25,22,22,4,4,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,16,40,12,23,4,4,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,40,12,13,4,4,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,40,22,22,4,4,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,6,17,62,63,2.8,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,62,63,3,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,17,12,23,2.8,4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,17,12,13,2.8,4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,17,22,22,2.8,4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,12,23,4,4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,12,13,4,4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,5,17,22,22,4,4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,14,62,63,2.8,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,62,63,3,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,62,63,2.8,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,62,63,3,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,62,63,2.8,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,62,63,3,4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,40,44,47,4.3,4.3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,40,49,50,4.3,4.3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,40,22,42,4.3,4.3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,40,44,46,4.3,4.3,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,16,40,12,23,4.3,4.3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,40,12,13,4.3,4.3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,16,40,22,22,4.3,4.3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,6,14,44,47,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,49,50,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,22,42,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,44,46,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,12,23,2.8,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,14,12,13,2.8,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,14,22,22,2.8,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,16,16,44,47,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,49,50,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,22,42,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,44,46,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,12,23,2.8,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,16,16,12,13,2.8,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,16,16,22,22,2.8,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,14,44,47,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,49,50,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,22,42,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,44,46,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,14,12,23,4,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,14,12,13,4,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,14,22,22,4,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,16,16,44,47,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,49,50,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,22,42,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,44,46,4,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,16,16,12,23,4,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,16,16,12,13,4,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,16,16,22,22,4,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,16,44,47,4.3,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,16,49,50,4.3,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,16,22,42,4.3,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,16,44,46,4.3,4.3,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,6,16,12,23,4.3,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,16,12,13,4.3,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,6,16,22,22,4.3,4.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,44,47,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,49,50,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,47,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,49,50,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,22,42,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,46,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,22,42,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,46,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,12,23,2.8,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,12,13,2.8,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,22,22,2.8,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,44,47,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,49,50,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,47,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,49,50,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,22,42,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,46,4,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,22,42,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,46,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,12,23,4,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,12,13,4,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,22,22,4,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,44,47,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,49,50,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,47,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,49,50,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,22,42,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,46,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,22,42,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,44,46,4.3,4.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,7,14,12,23,4.3,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,12,13,4.3,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,22,22,4.3,4.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,19,30,22,42,4.6,4.6,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,19,30,44,46,4.6,4.6,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,19,30,22,42,4.6,4.6,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,19,30,44,46,4.6,4.6,TrafficSpeed Low,Weather Data humidity,AQI Data SO2
0.010069082,19,30,12,23,4.6,4.6,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,19,30,12,13,4.6,4.6,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,19,30,22,22,4.6,4.6,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,28,42,22,42,4.6,4.6,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,28,42,44,46,4.6,4.6,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,28,42,22,42,4.6,4.6,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,28,42,44,46,4.6,4.6,TrafficSpeed Middle,Weather Data humidity,AQI Data SO2
0.010069082,28,42,12,23,4.6,4.6,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,28,42,12,13,4.6,4.6,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,28,42,22,22,4.6,4.6,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,7,14,12,23,4.9,4.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,12,13,4.9,4.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,14,22,22,4.9,4.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,22,22,12,23,5.2,5.2,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,22,22,12,13,5.2,5.2,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,22,22,22,22,5.2,5.2,TrafficSpeed Car,Weather Data winddir,AQI Data SO2
0.010069082,19,29,12,23,5.2,5.2,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,19,29,12,13,5.2,5.2,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,19,29,22,22,5.2,5.2,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,7,13,12,23,5.2,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,13,12,13,5.2,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,7,13,22,22,5.2,5.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,23,5.5,5.5,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,13,5.5,5.5,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,22,22,5.5,5.5,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,23,5.5,5.5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,13,5.5,5.5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,22,22,5.5,5.5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,21,29,12,23,5.8,5.8,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,21,29,12,13,5.8,5.8,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,21,29,22,22,5.8,5.8,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,23,5.8,5.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,13,5.8,5.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,22,22,5.8,5.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,21,29,12,23,6.1,6.1,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,21,29,12,13,6.1,6.1,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,21,29,22,22,6.1,6.1,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,23,6.1,6.1,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,13,6.1,6.1,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,22,22,6.1,6.1,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,23,6.1,6.1,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,13,6.1,6.1,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,22,22,6.1,6.1,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,23,6.4,6.4,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,13,6.4,6.4,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,22,22,6.4,6.4,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,23,6.4,6.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,12,13,6.4,6.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,8,13,22,22,6.4,6.4,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,59,59,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,10,12,61,66,6.4,6.4,TrafficSpeed High,Weather Data humidity,AQI Data SO2
0.010069082,22,28,12,23,6.7,6.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,22,28,12,13,6.7,6.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,22,28,22,22,6.7,6.7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,23,6.7,6.7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,12,13,6.7,6.7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,29,41,22,22,6.7,6.7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,23,5.8,6.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,13,5.8,6.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,22,22,5.8,6.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,9,13,12,23,6.7,6.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,9,13,12,13,6.7,6.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,9,13,22,22,6.7,6.7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,22,28,12,23,7,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,22,28,12,13,7,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,22,28,22,22,7,7,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,32,40,12,23,6.7,7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,32,40,12,13,6.7,7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,32,40,22,22,6.7,7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,41,12,23,7,7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,41,12,13,7,7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,41,22,22,7,7,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,9,13,12,23,7,7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,9,13,12,13,7,7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,9,13,22,22,7,7,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,23,27,12,23,7.3,7.3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,23,27,12,13,7.3,7.3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,23,27,22,22,7.3,7.3,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,34,40,12,23,6.7,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,34,40,12,13,6.7,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,34,40,22,22,6.7,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,34,40,12,23,7,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,34,40,12,13,7,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,34,40,22,22,7,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,41,12,23,7.3,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,41,12,13,7.3,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,41,22,22,7.3,7.3,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,23,7.3,7.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,13,7.3,7.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,22,22,7.3,7.3,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,24,26,12,23,7.6,7.6,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,24,26,12,13,7.6,7.6,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,24,26,22,22,7.6,7.6,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,23,7.6,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,13,7.6,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,22,22,7.6,7.6,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,24,26,12,23,7.9,7.9,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,24,26,12,13,7.9,7.9,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,24,26,22,22,7.9,7.9,TrafficSpeed Low,Weather Data winddir,AQI Data SO2
0.010069082,30,40,12,23,7.9,7.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,40,12,13,7.9,7.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,40,22,22,7.9,7.9,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,23,7.9,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,12,13,7.9,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,10,12,22,22,7.9,7.9,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,39,39,12,23,7.9,8.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,39,39,12,13,7.9,8.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,39,39,22,22,7.9,8.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,40,12,23,8.2,8.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,40,12,13,8.2,8.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,30,40,22,22,8.2,8.2,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,11,11,12,23,8.2,8.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,11,11,12,13,8.2,8.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,11,11,22,22,8.2,8.2,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,32,40,12,23,8.5,8.5,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,32,40,12,13,8.5,8.5,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,32,40,22,22,8.5,8.5,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,11,11,12,23,8.5,8.5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,11,11,12,13,8.5,8.5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,11,11,22,22,8.5,8.5,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,32,36,12,23,8.8,8.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,32,36,12,13,8.8,8.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,32,36,22,22,8.8,8.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,39,39,12,23,8.8,8.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,39,39,12,13,8.8,8.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,39,39,22,22,8.8,8.8,TrafficSpeed Middle,Weather Data winddir,AQI Data SO2
0.010069082,11,11,12,23,8.8,8.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,11,11,12,13,8.8,8.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,11,11,22,22,8.8,8.8,TrafficSpeed High,Weather Data winddir,AQI Data SO2
0.010069082,35,36,12,22,12.9,12.9,TrafficSpeed Middle,Weather Data winddir,AQI Data O3
0.010069082,35,36,12,23,12.9,12.9,TrafficSpeed Middle,Weather Data winddir,AQI Data O3
0.010069082,36,39,22,23,13,13,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010069082,31,33,28,38,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,31,33,32,36,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,31,33,28,38,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,31,33,32,36,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,31,33,28,38,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,31,33,32,36,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,39,46,28,38,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,39,46,32,36,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,48,49,28,38,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,48,49,32,36,13,14,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,19,20,22,23,15,15,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010069082,31,40,22,23,15,15,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010069082,40,43,28,38,13,15,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,40,43,32,36,13,15,TrafficSpeed Car,Weather Data temperature,AQI Data CO
0.010069082,4,16,28,38,13,15,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010069082,4,16,32,36,13,15,TrafficSpeed High,Weather Data temperature,AQI Data CO
0.010069082,30,39,12,22,16.1,16.1,TrafficSpeed Middle,Weather Data winddir,AQI Data O3
0.010069082,30,39,12,23,16.1,16.1,TrafficSpeed Middle,Weather Data winddir,AQI Data O3
0.010069082,11,12,12,22,16.1,16.1,TrafficSpeed High,Weather Data winddir,AQI Data O3
0.010069082,11,12,12,23,16.1,16.1,TrafficSpeed High,Weather Data winddir,AQI Data O3
0.010069082,19,19,22,23,17,17,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010069082,23,26,22,23,17,17,TrafficSpeed Low,Weather Data winddir,AQI Data NO2
0.010069082,30,40,22,23,17,17,TrafficSpeed Middle,Weather Data winddir,AQI Data NO2
0.010069082,11,12,22,23,17,17,TrafficSpeed High,Weather Data winddir,AQI Data NO2
